country,code,name,name_wo,sub_division,function,status,iata,coordinates,remarks,locode
AD,ALV,Andorra la Vella,Andorra la Vella,,--34-6--,AI,,4230N 00131E,,ADALV
AD,CAN,Canillo,Canillo,,--3-----,RL,,4234N 00135E,,ADCAN
AD,ENC,Encamp,Encamp,,--3-----,RL,,4232N 00134E,,ADENC
AD,ESC,Escaldes-Engordany,Escaldes-Engordany,,--3-----,RL,,4231N 00133E,,ADESC
AD,EAC,Escàs,Escas,4,--3-----,RL,,4233N 00131E,,ADEAC
AD,FMO,La Farga de Moles,La Farga de Moles,,#NAME?,RQ,,,,ADFMO
AD,LMA,La Massana,La Massana,,--3-----,RL,,4234N 00129E,,ADLMA
AD,ORD,Ordino,Ordino,,--3-----,RL,,4233N 00131E,,ADORD
AD,PAS,Pas de la Casa,Pas de la Casa,,#NAME?,RL,,4233N 00144E,,ADPAS
AD,SJL,Sant Julià de Lòria,Sant Julia de Loria,,--3-----,RL,,4228N 00130E,,ADSJL
AD,SCO,Santa Coloma,Santa Coloma,,--3-----,RL,,4230N 00130E,,ADSCO
AE,ABU,Abu al Bukhoosh,Abu al Bukhoosh,,1-------,RL,,2529N 05308E,,AEABU
AE,AUH,Abu Dhabi,Abu Dhabi,AZ,1-345---,AI,,2428N 05422E,,AEAUH
AE,AMU,Abu Musa,Abu Musa,,1-------,RL,,2552N 05501E,,AEAMU
AE,ARP,Ahmed Bin Rashid Port,Ahmed Bin Rashid Port,AZ,1-------,RL,,2532N 05533E,,AEARP
AE,AJM,Ajman,Ajman,,1-3-----,RL,QAJ,,,AEAJM
AE,AAN,Al Ain,Al Ain,,---4----,AI,,,,AEAAN
AE,ALB,Al Barsha,Al Barsha,DU,--3-----,RL,,2506N 05511E,,AEALB
AE,DHF,Al Dhafra,Al Dhafra,,--34----,AI,,2414N 05432E,,AEDHF
AE,FJR,Al Fujayrah,Al Fujayrah,FU,1--4----,AI,,2507N 05620E,,AEFJR
AE,HAM,Al Hamriyah,Al Hamriyah,,--3-----,RL,,2529N 05530E,,AEHAM
AE,JAZ,Al Jazeera Port,Al Jazeera Port,RK,1-------,RL,,2543N 05548E,,AEJAZ
AE,AJP,Al Jeer Port,Al Jeer Port,RK,1-3-----,RL,,2602N 05603E,,AEAJP
AE,DBI,Al Mafraq,Al Mafraq,AZ,--3-----,RL,,2418N 05436E,,AEDBI
AE,ALQ,Al Quoz,Al Quoz,DU,--3-----,RL,,2507N 05513E,,AEALQ
AE,ALS,Al Sufouh,Al Sufouh,DU,--3-----,RL,,2507N 05511E,,AEALS
AE,RUW,Ar Ruways,Ar Ruways,,1-------,RL,,2407N 05244E,,AERUW
AE,ARZ,Arzanah Island,Arzanah Island,,0-------,RQ,,,,AEARZ
AE,DAS,Das Island,Das Island,,1-------,RL,,,,AEDAS
AE,DER,Deira,Deira,DU,--3-----,RL,,2516N 05519E,,AEDER
AE,DBP,Dibba,Dibba,SH,1-3-----,RL,,2537N 05616E,,AEDBP
AE,DXB,Dubai,Dubai,DU,1-345---,AI,,2515N 05516E,,AEDXB
AE,DWC,Dubai World Central Apt,Dubai World Central Apt,,--34----,AI,,2453N 05510E,,AEDWC
AE,END,Esnnad,Esnnad,AZ,1-------,RQ,,2419N 05427E,,AEEND
AE,FAT,Fateh Terminal,Fateh Terminal,,1-------,QQ,,,,AEFAT
AE,FRP,Free Port,Free Port,DU,1-------,RL,,2515N 05515E,,AEFRP
AE,HAB,Habshan,Habshan,AZ,--3-----,RL,,2356N 05338E,,AEHAB
AE,HIL,Hail,Hail,AZ,------7-,RL,,3500N 03330E,,AEHIL
AE,HZP,Hamriya Free Zone Port,Hamriya Free Zone Port,DU,1-------,RL,,2518N 05519E,,AEHZP
AE,HSN,Hassyan,Hassyan,DU,1-3-----,AA,,2454N 05454E,,AEHSN
AE,HAT,Hatta,Hatta,DU,--3-----,RL,,2447N 05607E,,AEHAT
AE,HTL,Hulaylah Terminal,Hulaylah Terminal,,1-------,RQ,,2559N 05556E,,AEHTL
AE,IND,Indooroodilly,Indooroodilly,,--3-----,RQ,,,,AEIND
AE,JEA,Jebel Ali,Jebel Ali,,1-------,QQ,,,,AEJEA
AE,QWE,Jebel Ali Free Zone,Jebel Ali Free Zone,DU,1-3-----,RL,,2500N 05503E,,AEQWE
AE,JED,Jebel Dhanna,Jebel Dhanna,,1-------,QQ,,,,AEJED
AE,JYH,Jumayrah,Jumayrah,,--3-----,RL,,2510N 05513E,,AEJYH
AE,KLB,Kalba,Kalba,,1-3-----,RL,,2504N 05621E,,AEKLB
AE,KHA,Khalidia,Khalidia,,--3-----,RQ,,,,AEKHA
AE,KLF,Khor al Fakkan,Khor al Fakkan,,1-------,RL,,2520N 05621E,,AEKLF
AE,MAS,Masfut,Masfut,,0-------,RQ,,,,AEMAS
AE,MKH,Mina Khalid,Mina Khalid,SH,1-3-----,RL,,2521N 05522E,,AEMKH
AE,KHL,Mina Khalifa/Abu Dhabi,Mina Khalifa/Abu Dhabi,,1-------,RL,,2450N 05440E,,AEKHL
AE,MRP,Mina Rashid Port,Mina Rashid Port,AZ,1-------,RL,,2516N 05517E,,AEMRP
AE,MSA,Mina Saqr,Mina Saqr,RK,1-------,RQ,,2558N 05604E,,AEMSA
AE,MZD,Mina Zayed/Abu Dhabi,Mina Zayed/Abu Dhabi,AZ,1-------,RL,,2431N 05422E,,AEMZD
AE,NHD,Minhad,Minhad,,---4----,AI,,,,AENHD
AE,RFA,Mirfa,Mirfa,AZ,1----6--,RQ,,2528N 05329E,,AERFA
AE,MUB,Mubarek Terminal,Mubarek Terminal,,1-------,QQ,,,,AEMUB
AE,MBS,Mubarras Island,Mubarras Island,,1-------,RQ,,,,AEMBS
AE,FMZ,Musafa,Musafa,,0-------,RQ,,,,AEFMZ
AE,AMF,Mussafah,Mussafah,AZ,1-------,RL,,2423N 05429E,Function is 1 and coordinates is 2423N 05429E,AEAMF
AE,OFJ,Offshore Fujairah,Offshore Fujairah,,------7-,RQ,,2515N 05640E,,AEOFJ
AE,PRA,Port Rashid,Port Rashid,,1-------,RQ,,,,AEPRA
AE,RKP,Rak Khor Port,Rak Khor Port,RK,1-------,RL,,2549N 05557E,,AERKP
AE,RMC,Rak Maritime City,Rak Maritime City,RK,1-------,RL,,2557N 05603E,,AERMC
AE,RKT,Ras al Khaimah,Ras al Khaimah,,1--4----,AI,,2547N 05557E,,AERKT
AE,RAK,Ras Al Khor,Ras Al Khor,DU,-----6--,RQ,,2517N 05534E,,AERAK
AE,DUY,Ras Zubbaya (Ras Dubayyah),Ras Zubbaya (Ras Dubayyah),,0-------,RQ,,,,AEDUY
AE,REI,Reem Island,Reem Island,AZ,--3-----,RL,,2429N 05424E,,AEREI
AE,RWP,Ruwais Port,Ruwais Port,AZ,1-------,RL,,2406N 05243E,,AERWP
AE,SID,Sadiyat Island,Sadiyat Island,,1-------,RQ,,2432N 05424E,,AESID
AE,SHJ,Sharjah,Sharjah,SH,1-34----,AI,,2521N 05523E,,AESHJ
AE,SIL,Sila,Sila,AZ,--3-----,RL,,2404N 05145E,,AESIL
AE,SRT,Stevin Rock,Stevin Rock,RK,-----6--,RL,,2558N 05603E,,AESRT
AE,SWE,Swaihan,Swaihan,AZ,--3-----,RL,,2427N 05520E,,AESWE
AE,DUJ,The Palm Jumeirah,The Palm Jumeirah,DU,1-------,RQ,,,,AEDUJ
AE,ULR,Umm Al Nar,Umm Al Nar,,1-------,RQ,,2426N 05430E,,AEULR
AE,QIW,Umm al Quwain,Umm al Quwain,,1--4----,AI,,2535N 05535E,,AEQIW
AE,VHT,Vopak Horizion Terminal,Vopak Horizion Terminal,RK,-----6--,RL,,2537N 05616E,,AEVHT
AE,YAS,Yas Island,Yas Island,AZ,1-------,RL,,2419N 05236E,,AEYAS
AE,ZUR,Zirku Island,Zirku Island,AZ,1-------,RL,,2453N 05304E,,AEZUR
AF,ASH,Ali Shirzayi,Ali Shirzayi,URU,--3-----,RQ,,3252N 06603E,,AFASH
AF,BAG,Bagram,Bagram,PAR,--3-----,RL,,3457N 06915E,,AFBAG
AF,BIN,Bamian,Bamian,,--34----,AI,,,,AFBIN
AF,BEP,Bazar-E-Panjwai,Bazar-E-Panjwai,KAN,--3-----,RQ,,3133N 06527E,,AFBEP
AF,BST,Bost,Bost,,---4----,AI,,,,AFBST
AF,CBN,Camp Bastion,Camp Bastion,HEL,--34----,RQ,OAZ,3151N 06413E,,AFCBN
AF,CDW,Camp Dwyer,Camp Dwyer,HEL,--3-----,RQ,,3107N 06411E,,AFCDW
AF,CLN,Camp Leatherneck,Camp Leatherneck,HEL,--3-----,RL,,3153N 06411E,,AFCLN
AF,CSO,Camp Salerno,Camp Salerno,KHO,--3-----,RL,,3324N 07004E,,AFCSO
AF,CWO,Camp Wolverine,Camp Wolverine,ZAB,--3-----,RQ,,3204N 06712E,,AFCWO
AF,CCN,Chaghcharan,Chaghcharan,,---4----,AI,,3431N 06515E,,AFCCN
AF,DAZ,Darwaz,Darwaz,,---4----,AI,,,,AFDAZ
AF,DHD,Dehdadi,Dehdadi,BAL,1----6--,RL,,3639N 06659E,,AFDHD
AF,ISQ,Eslam Qal'eh,Eslam Qal'eh,,--3-----,RL,,3440N 06104E,,AFISQ
AF,FBD,Faizabad,Faizabad,,---4----,AI,,,,AFFBD
AF,FAH,Farah,Farah,,---4----,AI,,,,AFFAH
AF,FRO,FOB Frontenac,FOB Frontenac,KAN,--3-----,RQ,,3137N 06539E,,AFFRO
AF,RMD,FOB Ramrod,FOB Ramrod,KAN,--3-----,RQ,,3145N 06507E,,AFRMD
AF,SHK,FOB Shank,FOB Shank,LOG,--3-----,RQ,,3400N 06917E,,AFSHK
AF,GRG,Gardez,Gardez,,---4----,AI,,,,AFGRG
AF,GAR,Gardiz,Gardiz,PIA,--3-----,RL,,3335N 06913E,,AFGAR
AF,GZI,Ghazni,Ghazni,,---4----,AI,,,,AFGZI
AF,HRT,Hairatan,Hairatan,,0-------,RQ,,,,AFHRT
AF,HEA,Herat,Herat,,---4----,AI,,,,AFHEA
AF,JAA,Jalalabad,Jalalabad,,---4----,AI,,,,AFJAA
AF,KBL,Kabul,Kabul,,--345---,AI,,,,AFKBL
AF,KMU,Kamu,Kamu,KNR,--3-----,RQ,,3524N 07125E,,AFKMU
AF,KDH,Kandahar,Kandahar,,--34----,AI,,,,AFKDH
AF,KHT,Khost,Khost,,---4----,AI,,,,AFKHT
AF,KHO,Khowst,Khowst,KNR,--3-----,RL,,3512N 07050E,,AFKHO
AF,KWT,Khowst,Khowst,PIA,--3-----,RL,,3320N 06955E,,AFKWT
AF,KWH,Khwahan,Khwahan,,---4----,AI,,,,AFKWH
AF,UND,Kunduz,Kunduz,,---4----,AI,,,,AFUND
AF,KUR,Kuran-O-Munjan,Kuran-O-Munjan,,---4----,AI,,,,AFKUR
AF,LAG,Lashkar Gah,Lashkar Gah,HEL,--3-----,RL,,3135N 06421E,,AFLAG
AF,MMZ,Maimana,Maimana,,---4----,AI,,,,AFMMZ
AF,MWD,Maiwand,Maiwand,KAN,--3-----,RL,,3144N 06508E,,AFMWD
AF,MAS,Mashad,Mashad,,0-------,RQ,,,,AFMAS
AF,MZR,Mazar-i-Sharif,Mazar-i-Sharif,,---4----,AI,,3642N 06706E,,AFMZR
AF,MEH,Mehtar Lam,Mehtar Lam,LAG,--3-----,RL,,3440N 07012E,,AFMEH
AF,MEY,Meydan,Meydan,BAL,--3-----,RL,,3654N 06655E,,AFMEY
AF,IMZ,Nimroz,Nimroz,,---4----,AI,,,,AFIMZ
AF,ORG,Orgun-E Kalan,Orgun-E Kalan,PKA,--3-----,RL,,3254N 06913E,,AFORG
AF,PSD,Pasaband,Pasaband,GHO,--3-----,RL,,3341N 06451E,,AFPSD
AF,PEC,Pol-e Charkhi,Pol-e Charkhi,KAB,--3-----,RL,,3432N 06920E,,AFPEC
AF,LQN,Qala Nau,Qala Nau,,---4----,AI,,,,AFLQN
AF,QLT,Qalat,Qalat,,1-3-----,RL,,3206N 06653E,,AFQLT
AF,QYN,Qal'Eh-Ye Now,Qal'Eh-Ye Now,BDG,--3-----,RQ,,3459N 06307E,,AFQYN
AF,QAM,Qasim,Qasim,,-----6--,RQ,,3502N 07132E,,AFQAM
AF,SBF,Sardeh Band,Sardeh Band,,---4----,AI,,,,AFSBF
AF,SRO,Sharona,Sharona,PKA,-----6--,RL,,3313N 06883E,,AFSRO
AF,SGA,Sheghnan,Sheghnan,,---4----,AI,,,,AFSGA
AF,SHE,Sherhan-Bandar,Sherhan-Bandar,,--3-----,RL,,3712N 06905E,,AFSHE
AF,SDD,Shindand,Shindand,HER,--3-----,RQ,,3318N 06208E,,AFSDD
AF,SBK,Spin Boldak,Spin Boldak,KAN,--3-----,RL,,3100N 06624E,,AFSBK
AF,TQN,Taluqan,Taluqan,,---4----,AI,,,,AFTQN
AF,TKO,Tarin Kowt,Tarin Kowt,URU,--3-----,RL,,3237N 06552E,,AFTKO
AF,TII,Tirinkot,Tirinkot,,---4----,AI,,,,AFTII
AF,TGH,Torghundi,Torghundi,,0-------,RQ,,,,AFTGH
AF,RKH,Torkham,Torkham,NAN,1-------,RL,,3453N 07155E,,AFRKH
AF,TOW,Towraghondi,Towraghondi,HER,--3-----,RL,,3515N 06217E,,AFTOW
AF,URN,Urgoon,Urgoon,,---4----,AI,,,,AFURN
AF,URZ,Uruzgan,Uruzgan,,---4----,AI,,,,AFURZ
AF,ZAJ,Zaranj,Zaranj,,---4----,AI,,,,AFZAJ
AF,ZHA,Zhari Dasht,Zhari Dasht,KAN,--3-----,RQ,,3138N 06531E,,AFZHA
AG,ANU,Antigua,Antigua,,1---5---,AI,,,,AGANU
AG,BBQ,Barbuda,Barbuda,,1-------,AI,,,,AGBBQ
AG,FAM,Falmouth,Falmouth,,1----6--,RL,,1701N 06147W,,AGFAM
AG,PHM,Parham,Parham,,1----6--,RL,,1705N 06145W,,AGPHM
AG,SJO,Saint John's,Saint John's,,1-------,AI,,1707N 06151W,,AGSJO
AI,AXA,Anguilla,Anguilla,,---45---,AI,,,,AIAXA
AI,BLP,Blowing Point,Blowing Point,,1-------,QQ,,,,AIBLP
AI,CRH,Crocus Hill,Crocus Hill,,--3-----,RL,,1813N 06304W,,AICRH
AI,MBB,Meads Bay Beach,Meads Bay Beach,,1-------,RL,,1810N 06308W,,AIMBB
AI,RBY,Road Bay,Road Bay,,--3-----,RL,,,,AIRBY
AI,SOM,Sombrero,Sombrero,,1-------,RQ,,1836N 06328W,,AISOM
AI,FOR,The Forest,The Forest,,1-------,QQ,,,,AIFOR
AI,ROA,The Road,The Road,,1-------,QQ,,,,AIROA
AI,VAL,The Valley,The Valley,,--3-----,RL,,1813N 06303W,,AIVAL
AI,WLL,Wall Blake,Wall Blake,,1--4----,RL,,,,AIWLL
AL,ARG,Argyrokastro,Argyrokastro,,--3-----,RQ,,4007N 02013E,,ALARG
AL,BRT,Berat,Berat,BR,--3--6--,RL,,4043N 01957E,,ALBRT
AL,BQE,Bulqizë,Bulqize,9,--3-----,RL,,4129N 02013E,,ALBQE
AL,BUT,Butrint,Butrint,SR,1-------,RQ,,3945N 02001E,,ALBUT
AL,DRZ,Durrës,Durres,,1-------,RL,,,,ALDRZ
AL,NPP,Elbasan,Elbasan,EL,-23-----,RL,,4106N 02004E,,ALNPP
AL,FIE,Fier,Fier,,-23-----,RL,,4044N 01934E,,ALFIE
AL,FUS,Fushe Arrez,Fushe Arrez,SH,-----6--,RL,,4203N 02001E,,ALFUS
AL,GOK,Gjirokastër,Gjirokaster,GJ,--3--6--,RL,,4005N 02009E,,ALGOK
AL,HMR,Himare,Himare,SR,1-------,RQ,,4008N 01943E,,ALHMR
AL,KRC,Korçë,Korce,KO,--3-----,RL,,4037N 02046E,,ALKRC
AL,KKU,Kukës,Kukes,KU,--3--6--,RL,,4205N 02025E,,ALKKU
AL,LZE,Lezhe,Lezhe,LE,--3-----,RL,,4147N 01938E,,ALLZE
AL,LUS,Lushnjë,Lushnje,LU,--3-----,RL,,4056N 01942E,,ALLUS
AL,MBR,Mbreshtan,Mbreshtan,1,--3-----,RL,,4042N 01952E,,ALMBR
AL,MIL,Milot,Milot,8,--3-----,RL,,4140N 01943E,,ALMIL
AL,ROM,Romano Port,Romano Port,2,1-3-----,RL,,4122N 01925E,,ALROM
AL,SAR,Sarandë,Sarande,SR,1-------,RL,,3953N 02000E,,ALSAR
AL,SHG,Shëngjin,Shengjin,LE,1-------,RL,,4148N 01934E,,ALSHG
AL,SHK,Shkoder,Shkoder,,--3-----,RL,,4204N 01931E,,ALSHK
AL,SHZ,Shkozet,Shkozet,KA,-----6--,RL,,4162N 01934E,,ALSHZ
AL,TEN,Tenes,Tenes,,0-------,RQ,,,,ALTEN
AL,TIA,Tirana,Tirana,,---45---,AI,,,,ALTIA
AL,VOA,Vlorë,Vlore,VL,1-------,RL,,4028N 01929E,,ALVOA
AL,VOR,Vore,Vore,TR,--3-----,RL,,4123N 01939E,,ALVOR
AM,ABO,Abovyan,Abovyan,,-2------,RL,,4016N 04447E,,AMABO
AM,AHU,Akhuryan,Akhuryan,,-2------,QQ,,,,AMAHU
AM,A3A,Aparan,Aparan,AG,--3-----,RL,,4035N 04421E,,AMA3A
AM,ARG,Aragatsotn,Aragatsotn,,-----6--,RL,,4015N 04410E,,AMARG
AM,ARA,Ararat,Ararat,,-2------,RL,,3950N 04441E,,AMARA
AM,ARV,Armavir,Armavir,,-----6--,RL,,4009N 04401E,,AMARV
AM,ASH,Ashtarak,Ashtarak,ER,--3-----,RL,,4018N 04421E,,AMASH
AM,BRD,Berd,Berd,,-----6--,RL,,4052N 04523E,,AMBRD
AM,BYU,Byureghavan,Byureghavan,KT,--3-----,RL,,4018N 04435E,,AMBYU
AM,DIL,Dilijan,Dilijan,,-----6--,RL,,4044N 04452E,,AMDIL
AM,EZN,Ecmiadzin,Ecmiadzin,,--3-----,RL,,4009N 04417E,,AMEZN
AM,GRS,Goris,Goris,,-----6--,RL,,3930N 04620E,,AMGRS
AM,LWN,Gyumri,Gyumri,,---4----,AI,,4048N 04350E,,AMLWN
AM,HRA,Hrazdan,Hrazdan,KT,-23-----,AM,,4032N 04446E,,AMHRA
AM,JER,Jermuk,Jermuk,VD,1----6--,RL,,,,AMJER
AM,KJN,Kajaran,Kajaran,,-23-----,RL,,3909N 04609E,,AMKJN
AM,KPN,Kapan,Kapan,SU,--3-----,RL,,3912N 04624E,,AMKPN
AM,ARM,Masis,Masis,AR,-23--6--,RL,,4001N 04429E,,AMARM
AM,MMA,Mets Masrik,Mets Masrik,GR,--3-----,RL,,4013N 04546E,,AMMMA
AM,MTR,Metsamor,Metsamor,ER,-----6--,RL,,4004N 04417E,,AMMTR
AM,RN4,Rind,Rind,VD,--3-----,RL,,3945N 04510E,,AMRN4
AM,SPI,Spitak,Spitak,LO,--3-----,RL,,4050N 04416E,,AMSPI
AM,VZR,Vanadzor,Vanadzor,,--3-----,RL,,4048N 04428E,,AMVZR
AM,VED,Vedi,Vedi,AR,--3-----,RL,,3954N 04443E,,AMVED
AM,EVN,Yerevan,Yerevan,ER,-2345---,AI,,4011N 04431E,,AMEVN
AO,AZZ,Ambriz,Ambriz,,1--4----,AI,,,,AOAZZ
AO,ANL,Andulo,Andulo,,---4----,AI,,,,AOANL
AO,ARO,Armada Olombendo FPSO,Armada Olombendo FPSO,ZAI,------7-,RL,,0604S 01121E,,AOARO
AO,BAB,Baba,Baba,,1-------,RQ,,1450S 01214E,,AOBAB
AO,BDT,Baía dos Tigres,Baia dos Tigres,,1-------,RL,,1636S 01144E,,AOBDT
AO,BDD,Barra do Dande,Barra do Dande,,1-------,RL,,,,AOBDD
AO,BEL,Belas,Belas,LUA,--3-----,RL,,0855S 01310E,,AOBEL
AO,BUG,Benguela,Benguela,,1--4----,AI,,,,AOBUG
AO,CAB,Cabinda,Cabinda,,1--4----,AI,,,,AOCAB
AO,CFF,Cafunfo,Cafunfo,,---4----,AI,,,,AOCFF
AO,CNZ,Cangamba,Cangamba,,---4----,AI,,,,AOCNZ
AO,KNP,Capanda,Capanda,,---4----,AI,,,,AOKNP
AO,CPO,Capulo,Capulo,,1-------,RQ,,0759S 01310E,,AOCPO
AO,CBT,Catumbela,Catumbela,,---4----,AI,,,,AOCBT
AO,CAV,Cazombo,Cazombo,,---4----,AI,,,,AOCAV
AO,PGI,Chitato,Chitato,,---4----,AI,,,,AOPGI
AO,CLV,CLOV FPSO,CLOV FPSO,,------7-,RL,,0727S 01134E,,AOCLV
AO,CUI,Cuio,Cuio,,1-------,RQ,,1259S 01259E,,AOCUI
AO,CTI,Cuito Cuanavale,Cuito Cuanavale,,---4----,AI,,,,AOCTI
AO,DAL,Dalia,Dalia,,1-------,RQ,,0741S 01147E,,AODAL
AO,DRC,Dirico,Dirico,,---4----,AI,,,,AODRC
AO,DGR,Dombe Grande,Dombe Grande,,1-------,RL,,,,AODGR
AO,DUE,Dundo,Dundo,,---4----,AI,,,,AODUE
AO,ETN,Essungo Terminal,Essungo Terminal,,1-------,RQ,,0620S 01210E,,AOETN
AO,FBY,Farta Bay,Farta Bay,,1-------,RQ,,1237S 01312E,,AOFBY
AO,FLT,Futila Terminal,Futila Terminal,,1-------,RQ,,0527S 01211E,,AOFLT
AO,GIM,Gimboa,Gimboa,,1-------,RL,,0732S 01210E,,AOGIM
AO,GIR,Girassol Terminal,Girassol Terminal,,1-------,RL,,0738S 01141E,,AOGIR
AO,GPO,Greater Plutonio,Greater Plutonio,,1-------,RL,,0750S 01207E,,AOGPO
AO,NOV,Huambo,Huambo,,---4----,AI,,,,AONOV
AO,JMB,Jamba,Jamba,,---4----,AI,,,,AOJMB
AO,KTI,Kiame Terminal,Kiame Terminal,,1-------,RQ,,,,AOKTI
AO,SVP,Kuito,Kuito,,---4----,AI,,,,AOSVP
AO,KOT,Kuito Terminal,Kuito Terminal,,1-------,RQ,,0526S 01129E,,AOKOT
AO,LAA,Landana (Cacongo),Landana (Cacongo),,1-------,RL,,,,AOLAA
AO,LIE,Lieura,Lieura,,1-------,QQ,,,,AOLIE
AO,LOB,Lobito,Lobito,,1---5---,RL,,,,AOLOB
AO,LBT,Lombo Terminal,Lombo Terminal,,1-------,RQ,,0659S 01221E,,AOLBT
AO,LAD,Luanda,Luanda,,1--45---,AI,,,,AOLAD
AO,UAL,Luau,Luau,,---4----,AI,,,,AOUAL
AO,SDD,Lubango,Lubango,,---4----,AI,,,,AOSDD
AO,LUC,Lucira,Lucira,,1-3-----,RL,,,,AOLUC
AO,LUO,Luena,Luena,,---4----,AI,,,,AOLUO
AO,LBZ,Lukapa,Lukapa,,---4----,AI,,,,AOLBZ
AO,GGC,Lumbala,Lumbala,,---4----,AI,,,,AOGGC
AO,LZM,Luzamba,Luzamba,,---4----,AI,,,,AOLZM
AO,MEG,Malange,Malange,,---4----,AI,,,,AOMEG
AO,MLO,Malembo,Malembo,,--3-----,RL,,,,AOMLO
AO,MAL,Malongo,Malongo,,0-------,RQ,,,,AOMAL
AO,MDZ,Maquela Do Zombo,Maquela Do Zombo,UIG,--3-----,RL,,0604S 01506E,,AOMDZ
AO,MTL,Matala,Matala,HUI,--3-----,RL,,1444S 01502E,,AOMTL
AO,SSY,M'banza Congo,M'banza Congo,,---4----,AI,,,,AOSSY
AO,SPP,Menongue,Menongue,,---4----,AI,,,,AOSPP
AO,MOS,Mocamedes,Mocamedes,,--3-----,RQ,,1510S 01209E,,AOMOS
AO,MSZ,Namibe,Namibe,,1--4----,AI,,,,AOMSZ
AO,NDF,N'dalatando,N'dalatando,CNO,---4----,AI,,0918S 01455E,,AONDF
AO,GXG,Negage,Negage,,---4----,AI,,,,AOGXG
AO,NQI,Nóqui,Noqui,,123-----,RL,,0551S 01326E,,AONQI
AO,NRQ,N'Riquinha,N'Riquinha,,---4----,AI,,,,AONRQ
AO,NZA,Nzagi,Nzagi,,---4----,AI,,,,AONZA
AO,ARZ,N'Zeto,N'Zeto,,---4----,AI,,,,AOARZ
AO,NTO,N'Zeto (Ambrizete),N'Zeto (Ambrizete),,1-------,RQ,,0716S 01251E,,AONTO
AO,NGV,Ondjiva,Ondjiva,CNN,---4----,AI,,1704S 01544E,,AONGV
AO,VPE,Ongiva,Ongiva,,---4----,AI,,,,AOVPE
AO,PAT,Palanca Terminal,Palanca Terminal,,1-------,RQ,,,,AOPAT
AO,PAZ,Pazflor FPSO,Pazflor FPSO,,------7-,RL,,0821S 01206E,,AOPAZ
AO,PLE,Porto Alexandre (Tombua),Porto Alexandre (Tombua),,1-3-----,RL,,,,AOPLE
AO,PBN,Porto Amboim,Porto Amboim,,1-------,AI,,,,AOPBN
AO,PSA,Porto Saco (Portosalazar),Porto Saco (Portosalazar),,1-------,RQ,,1508S 01208E,,AOPSA
AO,RSN,River Sao Nicolau,River Sao Nicolau,,1-------,RQ,,1415S 01220E,,AORSN
AO,STC,Santa Clara,Santa Clara,UIG,--3--6--,RL,,0722S 01444E,,AOSTC
AO,VHC,Saurimo,Saurimo,,---4----,AI,,,,AOVHC
AO,SBT,Saxi Batuque FPSO,Saxi Batuque FPSO,,------7-,RL,,0619S 01113E,,AOSBT
AO,STL,Sazaire Terminal,Sazaire Terminal,,1-------,RQ,,0605S 01223E,,AOSTL
AO,SZA,Soyo,Soyo,,1--4----,AI,,,,AOSZA
AO,SOQ,Soyo-Quinfuquena Terminal,Soyo-Quinfuquena Terminal,,1-------,RQ,,,,AOSOQ
AO,NDD,Sumbe,Sumbe,,1-34----,AI,,,,AONDD
AO,TAK,Takula Terminal,Takula Terminal,,1-------,RQ,,,,AOTAK
AO,UGO,Uíge,Uige,,---4----,AI,,0737S 01503E,,AOUGO
AO,VNA,Viana,Viana,LUA,--3-----,RL,,0854S 01322E,,AOVNA
AO,CEO,Waku Kungo,Waku Kungo,,---4----,AI,,1121S 01507E,,AOCEO
AO,XGN,Xangongo,Xangongo,,---4----,AI,,,,AOXGN
AQ,ABA,Aboa,Aboa,,1-------,RL,,7303S 01325W,,AQABA
AQ,AMS,Amundsen-Scott,Amundsen-Scott,,--3-----,RL,,8959S 13916E,,AQAMS
AQ,ARC,Arctowski,Arctowski,,1-------,RL,,6209S 05828W,,AQARC
AQ,ART,Artigas,Artigas,,1-------,RL,,6211S 05854W,,AQART
AQ,APT,Arturo Prat,Arturo Prat,,1-------,RL,,6230S 05941W,,AQAPT
AQ,BEL,Belgrano II,Belgrano II,,--3-----,RL,,7752S 03437W,,AQBEL
AQ,BHN,Bellingshausen,Bellingshausen,,1-------,RL,,6211S 05857W,,AQBHN
AQ,CAS,Casey Station,Casey Station,,1-------,RL,,6617S 11031E,,AQCAS
AQ,CFZ,Comandante Ferraz,Comandante Ferraz,,1-------,RL,,6205S 05823W,,AQCFZ
AQ,CON,Concordia,Concordia,,--3-----,RL,,7506S 12323E,,AQCON
AQ,DAV,Davis Station,Davis Station,,1-------,RL,,6834S 07758E,,AQDAV
AQ,DMF,Dome Fuji,Dome Fuji,,--3-----,RL,,7719S 03942E,,AQDMF
AQ,DRZ,Druzhnaya 4,Druzhnaya 4,,--3-----,RL,,6944S 07342E,,AQDRZ
AQ,DDU,Dumont d'Urville Station,Dumont d'Urville Station,,1-------,RL,,6639S 14000E,,AQDDU
AQ,ESC,Escudero,Escudero,,1-------,RL,,6212S 05857W,,AQESC
AQ,ESP,Esperanza,Esperanza,,1-------,RL,,6323S 05659W,,AQESP
AQ,GDC,Gabriel de Castilla,Gabriel de Castilla,,--3-----,RL,,6259S 06041W,,AQGDC
AQ,OHG,General Bernardo O'higgins,General Bernardo O'higgins,,1-------,RL,,6319S 05754W,,AQOHG
AQ,GWL,Great Wall,Great Wall,,1-------,RL,,6213S 05858W,,AQGWL
